content,cleaned,category,appVersion,at
"if you can't take cash on orders,why are you showing it as a option it has already been 4-5 times I ordered a cash delivery option everytime delivery boy says their limits are over for taking cash i.e 2000 what such a big delivery company u just have option for cas delivery 2000",cant take cash orderswhy showing option already times ordered cash delivery option everytime delivery boy says limits taking cash ie big delivery company u option cas delivery,Late Delivery,,27-09-2025 11:17
very bad app online paisa dina sa food v nahi ata haa our paisa v chor app haa do not buy food this app,bad app online paisa dina sa food v nahi ata haa paisa v chor app haa buy food app,Other,,27-09-2025 11:01
bade item,bade item,Other,,27-09-2025 11:01
"from the last two three orders they are charging more and giving the worst service with stale food and so much less quantity and quality and even after reporting or talking to customer support, they are ignoring and not even ready to chat properly, worst experience getting from the app, so much disappointed and not going to use the app further more .",last two three orders charging giving worst service stale food much less quantity quality even reporting talking customer support ignoring even ready chat properly worst experience getting app much disappointed going use app,"Late Delivery, Customer Support",19.1.7,27-09-2025 10:17
suppr,suppr,Other,,27-09-2025 10:12
"warest customers and fraud delivery boy, did not reply msgs",warest customers fraud delivery boy reply msgs,Other,19.1.4,27-09-2025 09:58
"from 5 to 1 Star, Zomato has come a long way! 0 Customer support & no efforts are taken for service recovery!",star zomato come long way customer support efforts taken service recovery,Customer Support,19.1.7,27-09-2025 09:55
Jo chiz kisi bhi location pe jaake 100 rs mai milti hai.. Woh chiz restaurant waale aapke website pe 200 se 250 me de rahe hai... uppar se aapke delivery charges alag se... our kya business karoge tum... Atleast 40-50 rs samaj mai aata hai lekin har chiz dugni kharidna...,jo chiz kisi bhi location pe jaake rs mai milti hai woh chiz restaurant waale aapke website pe se de rahe hai uppar se aapke delivery charges alag se kya business karoge tum atleast rs samaj mai aata hai lekin har chiz dugni kharidna,Payment/Refund Issues,,27-09-2025 09:37
100 rs of pizza at 214rs included delivery charges zomato is looting people,rs pizza rs included delivery charges zomato looting people,Payment/Refund Issues,,27-09-2025 09:33
worst on time delivery it took 1.5 hrs to get food from a restaurant 3 kms away.,worst time delivery took hrs get food restaurant kms away,Late Delivery,19.1.7,27-09-2025 09:25
at starting all was going good but later on they started delaying the order by literally 1 hour it so frustrating and not expected,starting going good later started delaying order literally hour frustrating expected,Late Delivery,19.0.7,27-09-2025 09:24
"0 stars until you - 1. add filter for free delivery (under 7km), till then it's 0 stars 2. restore the hide button for restaurants in the main list.",stars add filter free delivery km till stars restore hide button restaurants main list,Other,19.1.7,27-09-2025 09:16
Worst customer support I have seen in any food delivery app.I ordered paneer kadai and kaju fried rice but I got kaju fried rice and some other dish(paneer biryani).Basically I ordered a rice and curry to complete my lunch but they sent me both rice dishes.I contacted customer support it's been ages since I raised my complaint but still no solution yet.I highly recommend you to place COD orders and properly re-check before you complete your payment..🙏🏻🙏🏻,worst customer support seen food delivery appi ordered paneer kadai kaju fried rice got kaju fried rice dishpaneer biryanibasically ordered rice curry complete lunch sent rice dishesi contacted customer support ages since raised complaint still solution yeti highly recommend place cod orders properly recheck complete payment,"Late Delivery, Payment/Refund Issues, Wrong/Missing Items, Customer Support",,27-09-2025 09:11
"worst delivery service agent I have talk with....they spill order...and forcing me to take and pay for it...I order on this app after long time... last time also they cancelled order on their own and because driver is in hurry,he didn't even came to door step.. cancel it in midway...i can't even complaint because app didn't late me complaint order because he cancelled it...we customers use app for convince...but it made me frustrated",worst delivery service agent talk withthey spill orderand forcing take pay iti order app long time last time also cancelled order driver hurryhe didnt even came door step cancel midwayi cant even complaint app didnt late complaint order cancelled itwe customers use app convincebut made frustrated,"Late Delivery, Customer Support",19.1.7,27-09-2025 09:03
ek no. sirvish,ek sirvish,Other,,27-09-2025 09:01
27/09/2025: Honestly nothing is great about this app. Restaurant packing charges really? like is the restaurant going to deliver unpacked food if I had an option ? seriously looting people so much. I really think people should stop using these money making applications and just use the original food apps. I just used Swiggy for the same order that I was going to place on zomato and I got the food 100 rupees cheaper. clearly mc Donald's also wants us to order on Swiggy right ? no packing charges,honestly nothing great app restaurant packing charges really like restaurant going deliver unpacked food option seriously looting people much really think people stop using money making applications use original food apps used swiggy order going place zomato got food rupees cheaper clearly mc donalds also wants us order swiggy right packing charges,"Late Delivery, Payment/Refund Issues, Wrong/Missing Items",19.1.7,27-09-2025 08:58
